"","clust1","ind1","island1","clust2","ind2","island2","rel","assoc"
"129","1","15","Hawaii","1","17","Hawaii",0.59602057590984,0.682154650173705
"130","1","15","Hawaii","1","18","Hawaii",0.545182188258947,0.702589031660406
"131","1","15","Hawaii","1","19","Hawaii",0.611171157921015,0.797803438601146
"132","1","15","Hawaii","1","2","Hawaii",0.705043164002126,0.853685714858412
"133","1","15","Hawaii","1","20","Hawaii",0.487176166401909,0.489566199278531
"134","1","15","Hawaii","1","3","Hawaii",0.409750233720035,0.490637123483041
"135","1","15","Hawaii","1","4","Hawaii",0.616080119718485,0.660697329475648
"136","1","15","Hawaii","1","5","Hawaii",0.705003365630616,0.930184162713574
"137","1","15","Hawaii","1","6","Hawaii",0.502536206678471,0.59058220371852
"138","1","15","Hawaii","1","7","Hawaii",0.646504909317562,0.810803584523796
"139","1","15","Hawaii","1","8","Hawaii",0.603319155335881,0.760688927307099
"140","1","15","Hawaii","1","9","Hawaii",0.740731607405321,0.88334972758591
"141","1","16","Hawaii","1","1","Hawaii",0.5760452254402,0.818361189818207
"142","1","16","Hawaii","1","10","Hawaii",0.451428964523608,0.412863135678814
"143","1","16","Hawaii","1","11","Hawaii",0.502602507571499,0.657218070311204
"144","1","16","Hawaii","1","12","Hawaii",0.391905661798817,0.507562318012657
"145","1","16","Hawaii","1","13","Hawaii",0.78481724442464,0.723321443412962
"146","1","16","Hawaii","1","14","Hawaii",0.610400143879523,0.679676456177403
"147","1","16","Hawaii","1","15","Hawaii",0.51105420353334,0.706233731636409
"148","1","16","Hawaii","1","16","Hawaii",0.489002760831227,0.661790232872405
"149","1","16","Hawaii","1","17","Hawaii",0.659885416394864,0.687758975481544
"150","1","16","Hawaii","1","18","Hawaii",0.624819355449928,0.784717543534689
"151","1","16","Hawaii","1","19","Hawaii",0.66796891494332,0.767298595437285
"152","1","16","Hawaii","1","2","Hawaii",0.719565770747988,0.786110015776902
"153","1","16","Hawaii","1","20","Hawaii",0.795327395070907,0.99300769103283
"154","1","16","Hawaii","1","3","Hawaii",0.673885352829325,0.925135061607165
"155","1","16","Hawaii","1","4","Hawaii",0.475305258016044,0.516656581240821
"156","1","16","Hawaii","1","5","Hawaii",0.630261923147476,0.750384995560468
"157","1","16","Hawaii","1","6","Hawaii",0.521854153872123,0.728072925260669
"158","1","16","Hawaii","1","7","Hawaii",0.747140703561202,0.911843888966643
"159","1","16","Hawaii","1","8","Hawaii",0.624183181910656,0.69230872764218
"160","1","16","Hawaii","1","9","Hawaii",0.615077468315132,0.668339703699758
"161","1","17","Hawaii","1","1","Hawaii",0.556923653321927,0.897395864543114
"162","1","17","Hawaii","1","10","Hawaii",0.592557115287447,0.524216464738047
"163","1","17","Hawaii","1","11","Hawaii",0.70624607467863,0.932109104050002
"164","1","17","Hawaii","1","12","Hawaii",0.702299069281312,1
"165","1","17","Hawaii","1","13","Hawaii",0.554758197563184,0.849104623390048
"166","1","17","Hawaii","1","14","Hawaii",0.494246089184142,0.645425209546449
"167","1","17","Hawaii","1","15","Hawaii",0.801670190734339,0.906572762984006
"168","1","17","Hawaii","1","16","Hawaii",0.571719988708601,0.495220527994902
"169","1","17","Hawaii","1","17","Hawaii",0.618255410649493,0.741380002652602
"170","1","17","Hawaii","1","18","Hawaii",0.486135830187067,0.579357108019315
"171","1","17","Hawaii","1","19","Hawaii",0.512593836002642,0.494484205510348
"172","1","17","Hawaii","1","2","Hawaii",0.745327001312936,0.900741813908744
"173","1","17","Hawaii","1","20","Hawaii",0.772483711568379,1
"174","1","17","Hawaii","1","3","Hawaii",0.566813580968614,0.736208963031851
"175","1","17","Hawaii","1","4","Hawaii",0.588310919808179,0.783479420063976
"176","1","17","Hawaii","1","5","Hawaii",0.668609582644013,0.821138510868852
"177","1","17","Hawaii","1","6","Hawaii",0.465224603509085,0.467790191744478
"178","1","17","Hawaii","1","7","Hawaii",0.693849723630547,1
"179","1","17","Hawaii","1","8","Hawaii",0.649935184494633,0.913695104859668
"180","1","17","Hawaii","1","9","Hawaii",0.487252660241244,0.484615080489632
"181","1","18","Hawaii","1","1","Hawaii",0.729462478247774,0.961980885242159
"182","1","18","Hawaii","1","10","Hawaii",0.706765776155173,1
"183","1","18","Hawaii","1","11","Hawaii",0.595456596125754,0.71096765695658
"184","1","18","Hawaii","1","12","Hawaii",0.48708083559821,0.542614100802369
"185","1","18","Hawaii","1","13","Hawaii",0.577929662514022,0.79062298527736
"186","1","18","Hawaii","1","14","Hawaii",0.542078302344136,0.789096417711461
"187","1","18","Hawaii","1","15","Hawaii",0.615191450140517,0.787381790115786
"188","1","18","Hawaii","1","16","Hawaii",0.523746540055934,0.58260688714875
"189","1","18","Hawaii","1","17","Hawaii",0.544533532881588,0.653617769594798
"190","1","18","Hawaii","1","18","Hawaii",0.654406774987822,0.799685637680031
"191","1","18","Hawaii","1","19","Hawaii",0.599018860009789,0.806033985857609
"192","1","18","Hawaii","1","2","Hawaii",0.672846130853072,0.816807459830375
"193","1","18","Hawaii","1","20","Hawaii",0.483779866072543,0.409811348490648
"194","1","18","Hawaii","1","3","Hawaii",0.716661362409795,1
"195","1","18","Hawaii","1","4","Hawaii",0.518915079361433,0.520759131781748
"196","1","18","Hawaii","1","5","Hawaii",0.551274352237107,0.602370175882905
"197","1","18","Hawaii","1","6","Hawaii",0.615278558229278,0.896393513266712
"198","1","18","Hawaii","1","7","Hawaii",0.685226059539496,0.887800911266755
"199","1","18","Hawaii","1","8","Hawaii",0.547543137966624,0.740601095032054
"200","1","18","Hawaii","1","9","Hawaii",0.61002621479976,0.628475659349659
"201","1","19","Hawaii","1","1","Hawaii",0.571284309737835,0.655786764182105
"202","1","19","Hawaii","1","10","Hawaii",0.629638269689865,0.77670025060565
"203","1","19","Hawaii","1","11","Hawaii",0.671628749257729,0.832874809510031
"204","1","19","Hawaii","1","12","Hawaii",0.552333870670699,0.522689368688946
"205","1","19","Hawaii","1","13","Hawaii",0.589599191461325,0.551837448526238
"206","1","19","Hawaii","1","14","Hawaii",0.621201482460368,0.809735330492983
"207","1","19","Hawaii","1","15","Hawaii",0.68816171532475,0.991722717501175
"208","1","19","Hawaii","1","16","Hawaii",0.581682633014888,0.518148168376641
"209","1","19","Hawaii","1","17","Hawaii",0.54087599371753,0.617166672522767
"210","1","19","Hawaii","1","18","Hawaii",0.559013066468919,0.70278493071782
"211","1","19","Hawaii","1","19","Hawaii",0.551613977703867,0.644000938970762
"212","1","19","Hawaii","1","2","Hawaii",0.643750498499698,0.691016011363702
"213","1","19","Hawaii","1","20","Hawaii",0.603912059083525,0.853534078381112
"214","1","19","Hawaii","1","3","Hawaii",0.656692170587243,0.940278012576206
"215","1","19","Hawaii","1","4","Hawaii",0.688462985907148,0.866363210968071
"216","1","19","Hawaii","1","5","Hawaii",0.642304968829087,0.824806855119491
"217","1","19","Hawaii","1","6","Hawaii",0.77391723419368,0.77708776561267
"218","1","19","Hawaii","1","7","Hawaii",0.508770500876915,0.671292887453548
"219","1","19","Hawaii","1","8","Hawaii",0.64774773475584,0.667219226075606
"220","1","19","Hawaii","1","9","Hawaii",0.572419767540495,0.772827469180365
"221","1","2","Hawaii","1","1","Hawaii",0.624213863508815,0.818193144943789
"222","1","2","Hawaii","1","10","Hawaii",0.639990193165784,0.840267296904995
"223","1","2","Hawaii","1","11","Hawaii",0.539488035242985,0.841403211644416
"224","1","2","Hawaii","1","12","Hawaii",0.68241375991941,0.834351189507844
"225","1","2","Hawaii","1","13","Hawaii",0.62053334436994,0.830767940847511
"226","1","2","Hawaii","1","14","Hawaii",0.429664888160332,0.458459998042313
"227","1","2","Hawaii","1","15","Hawaii",0.707859591129673,0.689852482399837
"228","1","2","Hawaii","1","16","Hawaii",0.667074637807765,0.699074234374858
"229","1","2","Hawaii","1","17","Hawaii",0.559049638823868,0.622931426220082
"230","1","2","Hawaii","1","18","Hawaii",0.578429914587432,0.783793357418257
"231","1","2","Hawaii","1","19","Hawaii",0.68208443958881,0.990798092870357
"232","1","2","Hawaii","1","2","Hawaii",0.643765031485402,0.762361646327709
"233","1","2","Hawaii","1","20","Hawaii",0.485394243778974,0.513110635805883
"234","1","2","Hawaii","1","3","Hawaii",0.635992019317261,0.793117794608493
"235","1","2","Hawaii","1","4","Hawaii",0.730126428638887,0.799793349055134
"236","1","2","Hawaii","1","5","Hawaii",0.535584618250447,0.760139425535061
"237","1","2","Hawaii","1","6","Hawaii",0.543206386574264,0.755281214790575
"238","1","2","Hawaii","1","7","Hawaii",0.634672405563184,0.571748610232415
"239","1","2","Hawaii","1","8","Hawaii",0.63167684111283,0.828758530134289
"240","1","2","Hawaii","1","9","Hawaii",0.547297254491114,0.672825363074236
"241","1","20","Hawaii","1","1","Hawaii",0.645694069127213,0.7623130854089
"242","1","20","Hawaii","1","10","Hawaii",0.545892558279901,0.776517268961953
"243","1","20","Hawaii","1","11","Hawaii",0.500283384188909,0.553957331642069
"244","1","20","Hawaii","1","12","Hawaii",0.65453441070691,0.546102261347117
"245","1","20","Hawaii","1","13","Hawaii",0.590764002823371,0.642400219190556
"246","1","20","Hawaii","1","14","Hawaii",0.595914234206879,0.658196334401557
"247","1","20","Hawaii","1","15","Hawaii",0.758651170322083,0.880824840913091
"248","1","20","Hawaii","1","16","Hawaii",0.729054855778111,0.951206949748263
"249","1","20","Hawaii","1","17","Hawaii",0.640447961814031,0.802226526408808
"250","1","20","Hawaii","1","18","Hawaii",0.574924389686737,0.563740723951739
"251","1","20","Hawaii","1","19","Hawaii",0.457028862131951,0.543702177179548
"252","1","20","Hawaii","1","2","Hawaii",0.530832445890772,0.709329922068786
"253","1","20","Hawaii","1","20","Hawaii",0.570360181990487,0.633450990365503
"254","1","20","Hawaii","1","3","Hawaii",0.587957438396428,0.647926214140281
"255","1","20","Hawaii","1","4","Hawaii",0.554276882519471,0.821408534394204
"256","1","20","Hawaii","1","5","Hawaii",0.600944757004296,0.594939330672837
"257","1","20","Hawaii","1","6","Hawaii",0.624536027779654,0.68311561175214
"258","1","20","Hawaii","1","7","Hawaii",0.599720406209416,0.615873900448038
"259","1","20","Hawaii","1","8","Hawaii",0.550646456631046,0.544275862682097
"260","1","20","Hawaii","1","9","Hawaii",0.718166709185404,0.943570493926246
"261","1","3","Hawaii","1","1","Hawaii",0.678035266553459,0.707923193645064
"262","1","3","Hawaii","1","10","Hawaii",0.697385630861043,0.954575887506837
"263","1","3","Hawaii","1","11","Hawaii",0.581476532380672,0.818645996993267
"264","1","3","Hawaii","1","12","Hawaii",0.535569025152235,0.578469521148034
"265","1","3","Hawaii","1","13","Hawaii",0.371017516660712,0.56355812037905
"266","1","3","Hawaii","1","14","Hawaii",0.473827811780851,0.638027796777547
"267","1","3","Hawaii","1","15","Hawaii",0.543658038862727,0.765054553019759
"268","1","3","Hawaii","1","16","Hawaii",0.514908785736732,0.625560438498868
"269","1","3","Hawaii","1","17","Hawaii",0.703940748165381,0.920750019014844
"270","1","3","Hawaii","1","18","Hawaii",0.653779098259296,0.732246500799429
"271","1","3","Hawaii","1","19","Hawaii",0.73249817790048,0.789034498196981
"272","1","3","Hawaii","1","2","Hawaii",0.49927759070964,0.632187462059531
"273","1","3","Hawaii","1","20","Hawaii",0.569590015719713,0.516518997853163
"274","1","3","Hawaii","1","3","Hawaii",0.543653594907531,0.683615359041559
"275","1","3","Hawaii","1","4","Hawaii",0.951037829678392,1
"276","1","3","Hawaii","1","5","Hawaii",0.536045908030861,0.77505486625577
"277","1","3","Hawaii","1","6","Hawaii",0.530771266778658,0.554173734329891
"278","1","3","Hawaii","1","7","Hawaii",0.553834060397863,0.658524965696299
"279","1","3","Hawaii","1","8","Hawaii",0.58378493224931,0.712329587629566
"280","1","3","Hawaii","1","9","Hawaii",0.684951553728158,0.690085360150766
"281","1","4","Hawaii","1","1","Hawaii",0.658959427032533,0.788699813702819
"282","1","4","Hawaii","1","10","Hawaii",0.589431285174397,0.648118118479133
"283","1","4","Hawaii","1","11","Hawaii",0.655083308094855,0.760925529695962
"284","1","4","Hawaii","1","12","Hawaii",0.550791259505887,0.556924204798998
"285","1","4","Hawaii","1","13","Hawaii",0.657355663761529,0.939393037261868
"286","1","4","Hawaii","1","14","Hawaii",0.632865696618901,0.775330360101387
"287","1","4","Hawaii","1","15","Hawaii",0.59336980094696,0.662589139369893
"288","1","4","Hawaii","1","16","Hawaii",0.59928082133795,0.715189159999735
"289","1","4","Hawaii","1","17","Hawaii",0.708982646495927,0.765810798101392
"290","1","4","Hawaii","1","18","Hawaii",0.561599490336639,0.647131113595057
"291","1","4","Hawaii","1","19","Hawaii",0.52122221273675,0.793446422632634
"292","1","4","Hawaii","1","2","Hawaii",0.643127998189583,0.709930466091987
"293","1","4","Hawaii","1","20","Hawaii",0.56272410163824,0.593383074211296
"294","1","4","Hawaii","1","3","Hawaii",0.595516460091755,0.801330216603446
"295","1","4","Hawaii","1","4","Hawaii",0.611565881231748,0.795304398675698
"296","1","4","Hawaii","1","5","Hawaii",0.64160698628978,0.84890513429014
"297","1","4","Hawaii","1","6","Hawaii",0.540668276899581,0.816558663581344
"298","1","4","Hawaii","1","7","Hawaii",0.626980308151218,0.515339224654107
"299","1","4","Hawaii","1","8","Hawaii",0.623266577000189,0.860368823075989
"300","1","4","Hawaii","1","9","Hawaii",0.651690124918469,0.737697543214014
"301","1","5","Hawaii","1","1","Hawaii",0.607128217322072,0.728040572966547
"302","1","5","Hawaii","1","10","Hawaii",0.625872149543693,0.930641350496452
"303","1","5","Hawaii","1","11","Hawaii",0.727426901813587,0.815557305075003
"304","1","5","Hawaii","1","12","Hawaii",0.651963865555046,0.753446288686738
"305","1","5","Hawaii","1","13","Hawaii",0.667535346456298,0.759858702972377
"306","1","5","Hawaii","1","14","Hawaii",0.476690100031249,0.694901731644272
"307","1","5","Hawaii","1","15","Hawaii",0.657607665345535,0.695140541023903
"308","1","5","Hawaii","1","16","Hawaii",0.597150576246785,0.792127171797742
"309","1","5","Hawaii","1","17","Hawaii",0.740522618904183,0.759198323928923
"310","1","5","Hawaii","1","18","Hawaii",0.66675757552036,0.840687609159837
"311","1","5","Hawaii","1","19","Hawaii",0.693756887769517,0.927619969918424
"312","1","5","Hawaii","1","2","Hawaii",0.601340690412939,0.662536643204649
"313","1","5","Hawaii","1","20","Hawaii",0.592208950438151,0.641968423050914
"314","1","5","Hawaii","1","3","Hawaii",0.500159534035847,0.580271569511758
"315","1","5","Hawaii","1","4","Hawaii",0.704268299037276,0.582247731166256
"316","1","5","Hawaii","1","5","Hawaii",0.500889764428986,0.657378012306838
"317","1","5","Hawaii","1","6","Hawaii",0.651134464942089,0.760851171764913
"318","1","5","Hawaii","1","7","Hawaii",0.631617718956663,0.743153441794583
"319","1","5","Hawaii","1","8","Hawaii",0.643237546818976,0.814403398792106
"320","1","5","Hawaii","1","9","Hawaii",0.521954993673043,0.462667362967102
"321","1","6","Hawaii","1","1","Hawaii",0.502358421977391,0.774878902959572
"322","1","6","Hawaii","1","10","Hawaii",0.439698994647299,0.305078130428706
"323","1","6","Hawaii","1","11","Hawaii",0.557216372732031,0.545910155532674
"324","1","6","Hawaii","1","12","Hawaii",0.697359925146843,0.836908614545123
"325","1","6","Hawaii","1","13","Hawaii",0.589458823741953,0.727152048192814
"326","1","6","Hawaii","1","14","Hawaii",0.661970312471938,0.72772765456894
"327","1","6","Hawaii","1","15","Hawaii",0.632369461154869,0.788882505129372
"328","1","6","Hawaii","1","16","Hawaii",0.746884670020184,0.688116569123679
"329","1","6","Hawaii","1","17","Hawaii",0.753701762355619,0.946042488365819
"330","1","6","Hawaii","1","18","Hawaii",0.587538532896686,0.718458261502862
"331","1","6","Hawaii","1","19","Hawaii",0.496439428329314,0.616115806246018
"332","1","6","Hawaii","1","2","Hawaii",0.627630077124979,0.717141639015993
"333","1","6","Hawaii","1","20","Hawaii",0.734333834653809,0.809209451062865
"334","1","6","Hawaii","1","3","Hawaii",0.598455697368489,0.858441125914212
"335","1","6","Hawaii","1","4","Hawaii",0.471067682306104,0.477089022191778
"336","1","6","Hawaii","1","5","Hawaii",0.635644870524886,0.930865873677476
"337","1","6","Hawaii","1","6","Hawaii",0.662407068686685,0.83102969680423
"338","1","6","Hawaii","1","7","Hawaii",0.545322196211794,0.654342571074462
"339","1","6","Hawaii","1","8","Hawaii",0.695475641853954,0.594076528201472
"340","1","6","Hawaii","1","9","Hawaii",0.684799375704179,0.977430911788756
"341","1","7","Hawaii","1","1","Hawaii",0.529417758121867,0.667257868103299
"342","1","7","Hawaii","1","10","Hawaii",0.67459778389151,0.764447524048128
"343","1","7","Hawaii","1","11","Hawaii",0.564868661381069,0.597479513045789
"344","1","7","Hawaii","1","12","Hawaii",0.719404052583545,1
"345","1","7","Hawaii","1","13","Hawaii",0.822725226299776,0.906578165642225
"346","1","7","Hawaii","1","14","Hawaii",0.645632554296158,0.702194869408837
"347","1","7","Hawaii","1","15","Hawaii",0.533356744264481,0.526078854366004
"348","1","7","Hawaii","1","16","Hawaii",0.544310092681374,0.577402639432023
"349","1","7","Hawaii","1","17","Hawaii",0.693648013127169,0.811272133576852
"350","1","7","Hawaii","1","18","Hawaii",0.594857636795345,0.904192881583731
"351","1","7","Hawaii","1","19","Hawaii",0.6173432620351,0.55265361424376
"352","1","7","Hawaii","1","2","Hawaii",0.659710368249479,0.696701501270534
"353","1","7","Hawaii","1","20","Hawaii",0.574537443953905,0.704862094687194
"354","1","7","Hawaii","1","3","Hawaii",0.660137126259544,0.854950643689665
"355","1","7","Hawaii","1","4","Hawaii",0.84287943169063,1
"356","1","7","Hawaii","1","5","Hawaii",0.554910353893932,0.747411914857288
"357","1","7","Hawaii","1","6","Hawaii",0.679835652970857,0.746472238299885
"358","1","7","Hawaii","1","7","Hawaii",0.578712046301723,0.612431205684383
